,comment,rating
104,hàng gửi nhanh gọn đóng gói cẩn thận,1
107,tốt,1
114,tam dươc phân giai man hinh hơi nhơt nhat,1
115,okokok,1
126,tốt,1
131,dễ sử dụng,1
136,okokokok,1
144,tốt,1
145,tốt,1
146,sản phẩm nói chung chất lượng như mô tả,1
148,máy được,1
149,ổn,1
151,tốt,1
152,tốt,1
155,san phẩm chất lương cao,1
156,tạm ổn ủng hộ tiki nhiều hơn,1
160,tốt,1
162,tạm được,1
175,tot,1
177,đã nhận hàng hôm máy niêm phong nguyên sài mới dùng chưa phát hiện lỗi,1
181,máy ảnh chụp ở tầm trung bình máy vẫn bị khựng so với ram cùng với con chip snap chơi trò chơi thì trải nghiệm khá nhưng có vấn đề là hay bị out ra ngoài vì ram chưa tối ưu được nhưng tiền nào của đấy một sản phẩm chưa tới thì như thế này cũng được xem là chấp nhận được với những ai dùng hay có ý định mua thì khuyên các bạn phải cân nhắc điều là máy đa nhiệm cực kỳ kém chậm rất nhiều nếu để các ứng dụng chạy ngầm cách khắc phục là nên tắt đi các ứng dụng chạy ngầm còn lại thì máy cho trải nghiệm cũng khá tốt tính cho sao nhưng thêm sao vì shiper giao hàng đúng hẹn nhiệt tình và được kiểm tra hàng,1
184,mền chào tiki đây là lần đầu tiên mình mua hàng trên tiki cảm nhận đầu tiên của mình là tiki phục vụ rất tốt từ khâu chăm sóc khách hàng đến các khâu khác tuy nhiên sản phẩm mình nhận về chiếc điện thoại vsmart joy tất cả đều ok chỉ có điều là khi lắp sim vào thì máy không nhận được cứ báo không có thẻ sim và màn hình hay bị tối lại mặc dù mình không chỉnh độ sáng đây là cảm nhận của mình mong tiki hỗ trợ giải quyết giúp mình ạ cảm ơn tiki chúc tiki ngày càng có nhiều không hơn nữa,1
186,máy thiết kế đẹp cảm ứng nhạy pin khủng tuy nhiên loa hơi nhỏ bắt sóng yếu so với các máy china máy ảnh cũng chưa đẹp lắm chất lượng chờ thời gian xem sao nói chung ổn trong tầm giá ủng hộ hàng việt,1
188,khó hiểu tịki quá bảo không có ốp lưng lại có ốp lưng mắc mình phải mua ngoài thêm con đã kiểm tra loa thấy to rõ chứ không bị rè sóng sánh okela wifi chạy ổn bắt wifi yếu hơn các máy vsmart trước đó nhưng không đáng kể vẫn ngon bảo hành mới kích hoạt ngon nguyên seal fuL box mở ra tốt vl tác vụ khá mượt mà gb cơ mà shiPer thân thiện dễ thương nên mua trong tầm giá mình đánh giá cao con này hơn các máy tq cùng tầm giá bởi đầy đủ phụ kiện và vos thuần gOgle nên dùng không bị hao ram giống xiaomi,1
216,sản phẩm phù hợp với giá thành chỉ nên mua sản phẩm cho mục đích sử dụng để nghe gọi hoặc làm máy phụ kiểm tra qua phần mềm thì mình có vài đánh giá nhỏ máy ảnh quá thừa về số lượng trong khi đó chất lượng của máy ảnh quá kém wifi kết nối không ổn định màn hình tạm ổn trong tầm giá hiệu năng ổn đội ngũ phát triển phầm mềm quá tệ không đáng đánh giá dịch vụ của tiki khá tốt,1
218,sản phẩm giá rẻ hiệu năng cao pin trâu có sạc nhanh với tai nghe sự dụng với các tác vụ cơ bản đáp ứng tốt mình mua cho thằng em học online ngon lành điều mình ấn tượng là có hẳn một ứng dụng về bảo hành hiển thị đầy đủ số ngày bảo hành còn lại cũng như địa điểm bảo hành hệ sinh thái và chế độ chăm sóc khách hàng của vin là rất ấn tượng,1
222,tiki giao hàng nhanh thật sản phẩm đẹp nhưng có vấn đề về màn hình một chút mình có đi dán cường lực thì ông chủ dán vài cái mà cái nào cũng bị hơi tràn vào trong góc ở miếng dán màn hình ông chủ bảo màn hơi bị lệch nên xảy ra trường hợp vậy rõ chán dùng máy nên không chụp hình đăng được,1
224,mình mua sách trên tiki giao rất nhanh có đồ công nghệ thì chậm mất một tuần điểm trừ thứ nhất và trong hộp điện thoại của mình không có ốp lưng không biết là do phía sản xuất hay do cửa hàng thì mình không biết còn về điện thoại tốt hơn mình nghĩ điểm,1
231,tốt trong tầm giá xài cho các như cầu cơ bản rất thoải mái lướt facebOk xem youtube đều mượt không giật chậm pin bền nếu để cấu hình vừa phải đủ dùng cả ngày tổng quan máy đẹp dễ sử dụng vừa tay,1
237,okay nhận hàng chuẩn đẹp như trên tiki giao hàng rất dễ thương nói chn nhỏ nhẹ lịch sự nói chung là tất cả điều okay,1
238,cái điện thoại em mua đã nhận hàng rồi em không biết nhập như thế nào để sau này được bảo hành thường thì em mua ở ngoài thế giới di động có nhập sdt để bảo hành bữa nhận điện thoại phía sau cái điện thoại có sticker có mã vạch mà em không biết em lột ra bỏ rồi đó là gì vậy huhu,1
244,cửa hàng giao hàng rất nhanh đây là lần mua hộ điện thoại cho bố cái cho con em học online và cả lần đều ủng hộ hàng việt nam với số tiền này mua vinsmart là quá ngon và hợp lý rồi,1
252,tiki giao hàng nguyên tem đóng gói kỹ sản phẩm chính hãng chỉ có cái là chất lượng vỏ máy hoàn thiện kém ọp ẹp,1
265,vẫn hơi chậm so với cấu hình tầm giá pin quá trâu update lên phần mềm mới có nhiều thiệt thòi hơn so với bản cũ về trải nghiệm lẫn tính năng,1
274,sau ngày trải nghiệm sản phẩm dùng rất tốt mượt nhanh máy ảnh chụp rất ổn phù hợp với giá tiền chỉ có khuyết điểm duy nhất là giao hàng hơi lâu nói chung sẽ ủng hộ hàng việt nam,1
275,điện thoại chính hãng đúng như quảng cáo dùng rất mượt rất chất lượng,1
279,hàng đúng chính hãng bước đầu thử thấy ổn trong tầm giá,1
281,với giá áp mã giảm giá thì thực sự máy quá tốt so với giá máy cho người dùng bình thường rất ok nhưng máy dùng để chơi trò chơi thì không được,1
285,khi nhận sản phẩm tôi dùng ứng dụng cpuz để kiểm tra thông tin phần cùng thì thấy pin chỉ so với trong quảng cáo tiki cho tôi hỏi đây có phải lỗi sản phẩm không ạ,1
287,tiki giao hàng nhanh hỏa tốc hàng đẹp lóng lánh nguyên tem quá xứng đồng tiền cảm ơn tiki,1
291,điện thoại quá tốt so với giá mình mua về cho cửa hàng dùng chung thấy pin ổn máy ảnh thì không đẹp lắm nhưng so với giá tiền quá tốt rồi săn sale được giá rẻ lại càng thích,1
293,cơ bản là ổn mới dùng được ngày thấy pin trâu mới cài những ứng dụng cơ bản nên chạy mượt không biết cài nhiều như thế nào nhưng thấy cơ bản ổn phù hợp với các bác trung niên,1
300,sản phẩm tốt trong tầm giá kim loại chắc chắn màn hình tương đối ổn tuy nhiên máy ảnh trước khá xấu nhưng mình mua cho người lớn nên không quan trọng điểm này,1
304,mình mua cho mẹ dùng cũng chưa đụng vô sản phẩm mẹ kêu là dùng tốt pin trâu tiki đưa cho giao hàng nhanh giao hàng hàng lâu quá lâu hơn ngày so với dự kiến,1
315,hàng tốt hơn mong đợi gói gém tốt mẫu mã đẹp cảm hơn tiki nhiều nhA sẽ luôn ủng hộ tiki,1
322,tiki giao hàng nhanh gọn tốt máy dùng tạm trong tầm giá tuy nhiên không đáp ứng đc như cầu của mình nên muốn đổi trả hàng có được không,1
323,ngon bổ rẻ và hàng việt nam hơi buồn là chưa có hệ thống cũng cấp dịch vụ rộng khắp nên sửa chữa thay thế phải mang về hà nội,1
328,vạch bắt sóng wifi thì thấy yếu nhưng xem youtube vẫn nhanh như số máy trong phân khúc chip nhưng hiệu ứng chuyển hơi chậm cần tối ưu thêm,1
331,rất tốt trong tầm giá,1
341,lần đâu mua hàng tiki nhưng tiki đã thể hiện vai trò của mình rất tốt tôi rất hài lòng sp không chê vào đâu được,1
342,pin trâu sạc nhanh là điểm trội nhất đôi lúc đang dùng hay bị khựng lại loa hơi bé chụp ảnh điều chỉnh hơi khó,1
364,hàng nguyên seal lúc nhận nên cảm thấy an tâm trong hộp đầy đủ ốp lưng củ sạc cáp sạc đúng như quảng cáo,1
367,sản phẩm đóng gói tốt nhưng loa ngoài bị hỏng bên và hơi rè ở loa còn lại tạm hài lòng vì tiền nào của nấy,1
369,máy quá rẻ mua cho phụ huynh sử dụng tốt tiki giao hàng nhanh cơ mà vừa mua lúc sáng thì chiều giảm giá thêm lít,1
378,màn hình bự thích hợp coi phim chip snap ram tàm tạm chỉ thích hợp lướt facebOk và xem youtube pin tốt xài ngày,1
383,màn hình hơi tối máy ảnh chụp ảnh không được nét màu sắc không tươi nhân viên giao hàng thân thiện nhiệt tình,1
385,giao hàng nhanh tuy nhiên tiki nên bọc lớp chống sốc thay vì để mấy tờ giấy như thế này,1
392,em nhận được hàng rồi ạ hàng giao nhanh sản phẩm đẹp chất lượng sẽ ủng hộ cửa hàng lâu dài,1
394,máy mới nguyên seal dùng ổn định không lỗi gì cảm ơn tiki,1
396,tiki giao hàng đúng với thời gian đóng gói cẩn thận nguyên seal vsmart rất đẹp so với tầm giá sẽ ủng hộ tiki tiếp v,1
409,sảm phảm tốt đóng gói cẩn thận hàng chính hãng dùng mấy tháng rồi chưa có vấn đề gì,1
413,hàng đc bao bọc cẩn thận giao hàng nhanh đth pin tốt chụp hình đẹp không bị lag hàng vn chất luong cao,1
425,mình đặt giúp cho người quen thôi nhưng thấy người dùng chia sẻ lại là dùng khá ok,1
429,đóng gói cẩn thận đầy đủ linh kiện cảm ứng mượt sóng sánh ổn chưa có gì để chê,1
430,cửa hàng cực kì uy tín mới đặt hôm trc hôm sau nhận được luôn hàng nguyên siL dùng tốt,1
443,máy sài tốt nhưng sạc rất nóng máy không biết máy mình mua bị lỗi hay là do dòng máy nó bị vậy,1
456,tôi chưa nhận được hoá đơn vat xin hướng dẫn để xuất hoá đơn cho cty,1
457,có gì mà phải nói lại cho mínhNsnsbsb hahahahshsHshs,1
463,rất hài lòng giao hàng nhanh chất lượng tốt,1
464,uy tín đóng gói kĩ càng yên tâm về hàng khi mua vì mình có check kĩ rồi và thấy hoàn toàn ổn,1
467,giao nhanh hàng nguyên seal,1
468,sản phẩm mjh mua đc ngày giờ nhận được có một sim không bình thường lm thế nào nhận sim lại nữa tiki chỉ với,1
473,máy nguyên seal dùng rất mượt chơi trò chơi ổn chụp ảnh đẹp,1
478,sản phẩm tốt trong tầm giá nếu ai cần các ứng dụng nặng thì không nên mua,1
483,điện thoại đẹp cứng cáp tốt trong tầm giá những ứng dụng cơ bản khá mượt,1
487,máy mình hôm đầu sài bình thường qua hôm sau bịi loạn cảm ứng bây giờ phải làm sao cửa hàng ơi,1
492,sản phẩm chất lượng tốt phù hợp cho ai dùng máy phụ hoặc mới bắt đầu dùng smartphone,1
507,xài ok không lỗi thương hiệu việt chất lượng tốt giá hợp lý,1
514,cực kì hài lòng sản phẩm rất tuyệt vời sẽ tiếp tục ủng hộ cửa hàng,1
525,hàng dùng tốt trong tầm giá người việt ưu tiên dùng hàng việt,1
554,nên mua nhé nguyên seal dùng thích cực,1
561,tầm giá rất tốt,1
578,sản phẩm tốt ủng hộ hàng vn,1
598,hàng vn chất lượng cao tốt nhất trong tầm giá,1
605,điện thoại chất lượng tốt giao hàng nhanh chóng,1
607,giao hàng siêu nhanh điện thoại đẹp giá hợp lí nên mua,1
617,chất lượng tốt nguyên zin,1
625,sản phẩm này wifi quá yếu bắt sóng không xa đc,1
634,nguyên hộp luôn,1
641,giao nhanh cấu và giá tốt nhất thị trường,1
657,giao hàng nhanh máy màu trắng rất đẹp,1
668,khuyên mọi người thêm tiền lên hẳn active,1
669,hình thức đẹp giao hàng nhanh,1
679,lần đầu đặt mua điện thoại từ tiki hàng còn nguyên seal check imei trong máy thì đúng imei trên hộp mà phân vân chút là sau lưng máy không có in imei nhớ máy nào sau lưng cũng có in imei màu xanh của không được đẹp bằng của bạn nào mua thì chọn màu đen tốt hơn à,1
685,sản phẩm nhìn đẹp màu tím nhìn rất ưng seal màn hình không có nhưng theo tiki tư vấn thì tuỳ sản phẩm mà seal này có trên màn hình hoặc không nhưng seal niêm phong hộp thì có và nguyên vẹn chụp hình thì thấy không được rõ nét lắm nếu được thì tiki hướng dẫn cách chỉnh sao cho hình rõ nét hơn giúp nhé,1
687,hàng mới new seal giá đang giảm tranh thủ mua giúp ông chú dùng cho như cầu cơ bản nhẹ nhàng mình nghĩ ổn dưới mà lại còn chính hãng samsung thì tội gì mua điện thoại tq,1
698,tiki giao hàng nhanh trước hẹn đúng sản phẩm chỉ tiếc là mở hộp mà không đc bóc màng nilon ở vỏ hộp điện thoại mới xài thấy khá mượt còn lâu dài tính sau nhân viên vui vẻ tạm thời cho sao đang chờ kích hoạt bảo hành,1
703,lần đầu mua hàng trên tiki nên cũng hơi lo tới khi nhận được hàng ok giao nhanh mà không biết kích hoạt bảo hành sao nhờ cửa hàng kích hoạt giùm mình nhé,1
706,hàng nguyên seal không trầy xước đóng gói kỹ mới sử dụng vài ba ngày chưa thấy có vấn đề gì tuy nhiên kiểm tra imei trên trang chủ samsung thì báo là máy chưa được kích hoạt bảo hành nhờ tiki hỗ trợ giúp,1
707,sản phẩm chính hãng đúng như mô tả của nhà cũng cấp màu xanh rẻ hơn màu đen gần mình mua màu đen mua xong thấy tiếc biết thế chịn màu xanh,1
713,sản phẩm chính hãng pin ok sử dụng lướt web ngày còn wifi bắt sóng tốt loa to rõ màn hình sáng đẹp ngày kích hoạt bảo hành rất đáng tiền tiki phục vụ rất tốt luôn tin tưởng tiki,1
716,sản phẩm tốt hoàn thiện ổn màn hình đẹp máy ảnh tốt so với giá tiền giao nhanh,1
720,hài lòng vì giao nhanh nhưng không hẹn đc thời gian giao hàng thật khó khăn với những người bận rộn máy thì không có seal màn hình nhưng cũng tốt không trầy xước sử dụng một thời gian mới biết ổn hay không,1
726,khuyết điểm giá cao hơn so với vài sàn khác ưu điểm pin khỏe thắc mắc mua cuốn doraemon đánh giá được cộng xu nhưng mua điện thoại đánh giá không được xu nào,1
727,tất cả đều ổn nhưng sao hộp lại không có nắp không sách hướng dẩn sử dụng mặt lưng không có tem mả vạch như các dòng máy khác chưa sử dụng nên chưa biết thế nào,1
737,giao hàng cực nhanh đúng phân loại hàng đã chọn hộp sản phẩm còn nguyên seal không có tai nghe kèm theo đủ phụ kiện như mô tả dùng làm điện thoại dự phòng ổn,1
742,cu tuong hang vn ai ngơ hang tau ghet ghe không có tam dán man hinh nhin như hang cu cug không có bọc hôp lại không sag gi het nhin giog hang cu qua mọi nguoi nên chu y la hàng nhập của trung quốc nhe,1
743,thiết kế đẹp giao diện nhiều lựa chọn nhưng tất nhiên vẫn chậm hơn iphone dù sao thì lâu lâu chuyển qua samsung để có trải nghiệm trẻ trung,1
748,hàng nguyên seal mà quên để ý xem có ốp và cường lực kèm theo hay không nên về phải ra ngoài mua,1
756,tới thời điểm hiện tại thì tốt tiki kích hoạt bảo hành điện tử cho mình sau hai ngày giao giao hàng nhanh siêu tốc luôn cảm ơn tiki,1
757,giao hàng nhanh đóng gói cẩn thận hàng nhìn như hình hàng phù hợp với giá tiền còn chất lượng sản phẩm thì sử dụng mới biết đc,1
758,hàng dùng được tiki giao nhanh pin trâu nhưng hộp giao hàng không có chống sốc kỹ cũng sợ vỡ hàng,1
762,điện thoại dùng ổn chính hãng giao hàng nhanh phục vụ tốt nhưng đợi ngày rồi vẫn chưa thấy tin nhắn bảo hành,1
767,mua cái điện thoại thứ ở tiki rồi hài lòng với dịch vụ giao hàng của tiki lắm máy oPo đầu tiên giờ xài vẫn tốt,1
789,máy không được mượt lắm nhừng tầm tiền này có thương hiệu sam sung mua cho người lớn dùng thì tốt,1
793,điện thoại ổn với giá tiền mình mua cho mẹ nên chỉ cần chức năng vừa dùng tốt như em này,1
809,ok đã dùng và trải nghiệm sản phẩm hợp túi tiền và sử dụng cũng rất ok,1
817,điện thoại mới còn nguyên seal màu sắc đẹp thiết kế tràn viền nói chung hài lòng,1
825,đóng gói cẩn thận kô biết sau này có bị lỗi gì chứ hiện tại ok nhưng không có ốp lưng,1
829,máy xài tốt giao hàng nhanh tíki cho biết đã đăng ký bảo hành điện tử chưa,1
833,giao hàng nhanh điện thoại đẹp chưa dùng lâu nên chưa biết ntn,1
834,mình mới nhận hàng hài lòng nhờ tiki kích hoạt bảo hành máy giúp mình nhé,1
838,sao nhìn màn hình dt cứ bị nhức mắt đau đầu không hiểu sao bị vậy luôn đó,1
840,đã nhận được hàng giao hàng nhanh máy hình thức tốt mong cửa hàng sớm kích hoạt bảo hành,1
851,như hình nguyên seal mua cho ngoại dùng nên mấy cái cơ bản là tốt,1
854,chất lượng tốt trong tầm giá mà không kt kĩ nên thiếu tai nghe hic,1
856,máy pin ổn,1
857,hàng đúng chính hãng của oPo bảo hành năm luôn cực kỳ hài lòng,1
858,hang chinh hang cameda sau dat lech thôi thi cũng phu hop voi gia cửa hàng kich hoat bảo hành nhe,1
863,máy pin khỏe xem tin báo lướt web được chụp hình hơi kém,1
872,sản phẩm chính hãng không cho xem hàng,1
877,đã nhận hàng đóng gói rất đẹp máy chuẩn,1
885,nhìn đẹp giá cả hợp lý chỉ còn về phần bảo hành máy là hơi khó chút,1
887,điện thoại tốt còn được tặng kèm pin sạc dự phòng đáng để mua,1
901,có bảo hành hẳn hoi,1
905,tiki vui lòng kích hoạt bảo hành và xuất hoá đơn cho sản phẩm này,1
910,điện thoại hơi chậm hơn mong đợi chút,1
916,giao hàng nhanh nguyên seal giá rẻ,1
929,hàng đẹp chạy khoẻ giá tốt giao siêu nhanh sao,1
937,tạm ổn mới dùng nên không biết,1
959,gia hop ly xai on hop nhưng nguoi thứ nhap thap,1
963,hàng mới chính hãng,1
964,sản phẩm dùng tạm được,1
968,trải nghiệm tốt so với tầm giá,1
983,tot nhan vien giao hàng vui vẻ cảm ơn tiki,1
987,rất hài lòng giao sớm hơn dự kiến,1
1000,sản phẩm tốt ạ,1
1007,hàng giao nhanh hộp đóng gói ok,1
1012,hài lòng với sản phẩm,1
1022,ổn so với tầm tiền,1
1031,giao hang nhanh,1
1032,sao không có miếng dán màn hình vậy,1
1038,màu đẹp chức năng kiểu dáng tốt,1
1039,hàng chính hãng giá rẻ,1
1040,tổta,1
1043,tốt,1
1046,,1
1050,tốt,1
1062,chất lượng tốt,1
1071,oK,1
1078,tốt,1
1085,tốt,1
1088,tốt,1
1102,máy khá mượt nhưng nghe nhạc dở không hay khe thẻ sim thì khó tháo pin nạp nhanh và cũng nhanh hết nhìn chung là với giá thì không đòi hỏi cao hơn được chất lượng phù hợp giá tiền,1
1127,giá quá rẻ so với chất lượng,1
1129,máy đẹp cấu hình mượt mà nhanh màu sắc đẹp tốt rất hài lòng,1
1132,điện thoại khá tốt trong tầm giá cần thời gian để kiểm chứng độ bền không hài lòng với việc đóng gói sơ sài,1
1137,đúng hàng giao nhanh nhưng sao tôi không coi được cấu hình máy chạy ram còn thua ram của redmi,1
1138,giá tốt điện thoại ngon ổn định nguyên đai nguyên kiện không biết bảo hành kích hoạt thế nào thôi,1
1139,giáo hàng cực nhanh máy rất đẹp còn độ bền cần thời gian mới có thể đánh giá ưng ý,1
1146,sản phẩm đẹp nhưng đot này giao hàng hơi châm,1
1159,giao nhanh đóng gói kỹ sản phẩm nguyên seal loa hơi nhỏ tốt trong tầm giá,1
1166,dùng ổn chức năng cơ bản tốt không đòi hỏi quá với tầm gí này,1
1171,sản phẩm đúng như quảng cáo giao hàng nhanh đóng gói sản phẩm kỹ,1
1173,giao hàng nhanh hơn dự kiến hàng đóng gói cẩn thận nguyên seal,1
1186,đang dùng thử được vài ngày thấy ổn ủng hộ hàng v,1
1188,sản phẩm tốt phù hợp với người lớn tuổi,1
1193,sản phẩm sử dụng rất tốt phù hợp với giá,1
1195,chơi liên quân lúc combat bị giật ngon trong tầm giá,1
1201,tốt lắm hang chính hãng đóng góp cẩn thận tốt,1
1204,ủng hộ hàng việt thôi chứ cũng bình thường,1
1210,giao hàng rất nhanh sản phẩm như miêu tả,1
1218,giao hang nhanh dung mau quang cao rat hai long,1
1219,hiện tại chỉ lên facebOk pin đăng ký tuần,1
1231,sản phẩm tốt trong tầm giá,1
1238,qua tot,1
1240,chat luong tot giao hang nhanh,1
1248,quá ngon trong mức giá,1
1249,sản phẩm xài rất tốt,1
1253,hàng chuẩn giao hàng nhanh,1
1259,hang cơ ban la tốt,1
1265,sản phẩm tốt,1
1279,điện thoại xài tốt,1
1289,được,1
1294,tốt,1
1321,cực kì hài lòng về chất lg sản phẩm mới,1
1324,mình thấy nó được trong tầm giá thôi chứ màn hình chỉ đc hd nên nhìn hơi chán theme cũng không đc đẹp nhìn hơi tàu tàu kém xa miui các chức năng cơ bản thì dùng ổn pin trâu,1
1329,máy đẹp rất chất lượng chip mạnh nhất trong phân khúc dưới khởi động ứng dụng cực kì nhanh không ngán loại trò chơi nặng nào hiện nay cả,1
1338,dùng đc ngày cảm thấy rat oke camera rõ đẹp lắm ạ pin tốt nữa ủng hộ cửa hàng,1
1345,sảm phẩm dùng cx tốt với giá học sinh nhưng không thích ổ cắm tai nghe cho lắm căm vaog chổ sát với tay cầm chơi trò chơi,1
1352,sản phẩm tốt xứng đáng đồng tiền,1
1353,giao hành nhanh đóng gói kỹ chất lượng sản phẩm thì dùng thêm mới rõ hài lòng về cửa hàng,1
1355,giao nhanh đóng gói tốt cấu hình mạnh không ngán trò chơi nào oK,1
1357,giao hàng nhầm tiki suPort hơi chậm sản phẩm tốt nhưng không biết lâu dài thế nào,1
1364,rất tốt dùng mượt hàng chính hãng giao hàng rất nhanh,1
1380,hàng chính hãng giá rất tốt,1
1384,hàng chính hãng không lo hàng nhậu khẩu,1
1391,giao hàng nhanh đầy đủ phụ kiên,1
1399,giao hàng nhanh mới dùng thấy tốt,1
1400,quá tốt trong tầm giá,1
1405,rất hài lòng,1
1422,tốt,1
1423,tốt lắm,1
1424,rất hài lòng,1
1427,tốt,1
1436,đặt tikinow nên giao rất nhanh đóng gói đầy đủ hàng nguyên seal hôm nay là ngày thứ kể từ khi mua nhưng chưa thấy kích hoạt bảo hành nhìn chung điện thoại thì nhìn đẹp màn hình to mỏng tuy nhiên thấy nhiều ứng dụng khá rườm rà đặc biệt nhận diện khuôn mặt rất tệ khi được khi không giá trên tiki thì quá tốt so với ra cửa hàng mua,1
1438,sau một thời gian tôi đã nhận được sản phẩm sử dụng không chỉ không có vấn đề mà còn sử dụng rất hiệu quả sản phẩm đã được sử dụng với chất lượng đúng như mong đợi tuy nhiên vẫn chưa có điểm đặc biệt mới như việc thời gian ngắn hơn nên tôi sẽ không cho sao tối đa mong đây sẽ là động lực cho hoạt động của tiki sắp tới,1
1446,rất hài lòng từ sản phẩm đóng gói vận chuyển nhân viên giao hàng nhân viên tổng đài tiki rất chuyên nghiệp,1
1449,đã nhận sp tiki giao rất nhanh sản phẩm đẹp ngoài mong đợi sẽ tiếp tục ủng hộ tiki tiki cho tôi hỏi bảo hành sẽ được kích hoạt cho khách hàng trong bao lâu nữa,1
1465,máy mới mua nhận ngày hôm nay khi vào thì thấy bị lỗi như vậy mong tiki xem lại sản phẩm giúp mình,1
1473,hình thức đẹp màn hình lớn mình mới nhận hàng nên chưa có nhiều trải nghiệm mong được bảo hành sản phẩm sớm,1
1476,đã nhận máy rồi nhờ tiki kích hoạt bảo hành điện tử giúp theo thômg tin máy như hình,1
1496,đóng gói kĩ điện thoại tốt còn bền hay không thì để sử dụng lâu mới biết,1
1506,hài lòng sản phẩm uy tín và chất lượng giá cả hợp lý,1
1511,cảm ơn shop máy nguyên hộp tiếp tuc ủng hộ cửa hàng,1
1512,hàng đẹp chuẩn đóng gói chắc chắn giao hàng nhanh,1
1518,rất hay và bổ ích khuyến mãi được giá tốt,1
1520,sản phẩm đúng như mô tả giao hàng nhanh,1
1523,chất lượng tốt đóng gói và giao hàng tốt,1
1536,sau khi đổi hàng tôi thấy ổn,1
1538,hài lòng về sản phẩm,1
1544,giao hang nhanh dong goi can than,1
1551,khá tốt,1
1555,hàng tốt,1
1569,mình đặt tikinow giao hàng nhanh đến bất ngờ chưa đầy tiếng là đã nhận được hàng điện thoại nguyên seal không cấn móp đc gói trong hộp tiki có lót giấy chống sốc rất cẩn thận chung quy là rất hài lòng với dịch vụ cũng như chất lượng hàng hóa từ tiki vote,1
1570,mùa dịch bị hư đt nên cần mua cái xài gấp đã mua lần điện thoại trên tiki thì thấy đều tốt cả mới đặt hôm trước hôm sau đã giao máy còn nguyên seal để xài thử rồi sẽ đánh giá lại do có nhiều bạn đánh giá máy có lỗi sau khi sử dụng nên tạm,1
1577,giao hàng cực nhanh mới đặt lúc hôm trước hôm sau có hàng jangf đẹp như hình còn nguyên tem nhưng chưa kiểm tra và sử dụng nên chưa biết như thế nào nhưng vẫn ưu ái cho cửa hàng sao,1
